sin2(2theta_e4),dm2
0.11609756097560976, 9.073569482288828
0.13365853658536586, 9.141689373297003
0.1551219512195122, 9.168937329700272
0.1873170731707317, 9.182561307901908
0.23609756097560974, 9.223433242506811
0.3102439024390244, 9.196185286103542
0.36585365853658536, 9.182561307901908
0.4097560975609756, 9.155313351498638
0.44, 9.141689373297003
0.47024390243902436, 9.114441416893733
0.5004878048780488, 9.059945504087194
0.5258536585365854, 9.073569482288828
0.5453658536585366, 9.059945504087194
0.5619512195121952, 9.046321525885558
0.5863414634146341, 9.005449591280653
0.6058536585365853, 8.923705722070844
0.5873170731707317, 8.88283378746594
0.5639024390243902, 8.869209809264305
0.5346341463414634, 8.841961852861035
0.4995121951219512, 8.814713896457766
0.46634146341463417, 8.787465940054496
0.42341463414634145, 8.787465940054496
0.36585365853658536, 8.732970027247957
0.3102439024390244, 8.732970027247957
0.23512195121951218, 8.732970027247957
0.18146341463414634, 8.732970027247957
0.15609756097560976, 8.746594005449591
0.13073170731707318, 8.773841961852861
0.12097560975609756, 8.80108991825613
0.10829268292682927, 8.841961852861035
0.09853658536585366, 8.85558583106267
0.0897560975609756, 8.950953678474114
0.10048780487804879, 9.046321525885558
